id,group,transaction_id,transaction_type,recipient_name,recipient_email,amount,currency,fuel_type,quantity_liters,truck_number,truck_id,departure_date,arrival_date,storage_location,contract_ref,notes,created_at,metadata
56,Group B,BPCL-TXN-8639414,incoming,Kavita Verma,kavita.verma@bpcl.co.in,655461.22,INR,HSD,42473,"TRK4826,TRK7730,TRK1715,TRK6213","TID880879,TID595951,TID839485,TID950823",,2025-02-18,TankFarm-7,CNTR-22492,Temperature sensitive,2025-01-05T04:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 42473, ""truck_count"": 4, ""contract_ref"": ""CNTR-22492"", ""storage_location"": ""TankFarm-7""}"
57,Group C,BPCL-TXN-6569946,outgoing,Ajay Patel,ajay.patel@bpcl.co.in,658788.02,INR,ATF,7534,TRK9617,TID579123,2025-01-02,,TankFarm-12,CNTR-22361,Quality check required,2025-03-25T04:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 7534, ""truck_count"": 1, ""contract_ref"": ""CNTR-22361"", ""storage_location"": ""TankFarm-12""}"
58,Group A,BPCL-TXN-5446344,incoming,Ketan Bansal,ketan.bansal@bpcl.co.in,527210.83,INR,MS,26532,"TRK9742,TRK7226,TRK6188,TRK8994,TRK9864,TRK1588","TID747453,TID171744,TID346174,TID761820,TID817644,TID401338",,2025-01-30,TankFarm-12,CNTR-21480,Quality check required,2025-01-13T20:45:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 26532, ""truck_count"": 6, ""contract_ref"": ""CNTR-21480"", ""storage_location"": ""TankFarm-12""}"
59,Group B,BPCL-TXN-8443690,outgoing,Amit Khosla,amit.khosla@bpcl.co.in,242112.91,INR,MS,4014,TRK6314,TID934816,2025-01-08,,TankFarm-5,CNTR-25873,Gate pass pending,2025-02-25T04:15:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 4014, ""truck_count"": 1, ""contract_ref"": ""CNTR-25873"", ""storage_location"": ""TankFarm-5""}"
60,Group C,BPCL-TXN-4020853,incoming,Amit Mehta,amit.mehta@bpcl.co.in,82252.05,INR,ATF,45613,"TRK4945,TRK9153,TRK3344,TRK4804,TRK8555,TRK5161","TID581894,TID367729,TID799233,TID109853,TID943718,TID587853",,2025-02-06,TankFarm-11,CNTR-28955,Customs hold,2025-01-10T14:22:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 45613, ""truck_count"": 6, ""contract_ref"": ""CNTR-28955"", ""storage_location"": ""TankFarm-11""}"
61,Group A,BPCL-TXN-6018975,outgoing,Pooja Jain,pooja.jain@bpcl.co.in,525477.3,INR,ATF,20799,TRK4263,TID503380,2025-03-03,,TankFarm-2,CNTR-23886,Quality check required,2025-03-15T11:36:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 20799, ""truck_count"": 1, ""contract_ref"": ""CNTR-23886"", ""storage_location"": ""TankFarm-2""}"
62,Group B,BPCL-TXN-5953150,incoming,Ramesh Gupta,ramesh.gupta@bpcl.co.in,311959.16,INR,MS,42088,"TRK1803,TRK9138,TRK5689,TRK4770,TRK6772,TRK4588","TID767542,TID299367,TID751051,TID362801,TID810687,TID892280",,2025-03-26,TankFarm-11,CNTR-22240,Requires escort,2025-03-22T20:02:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 42088, ""truck_count"": 6, ""contract_ref"": ""CNTR-22240"", ""storage_location"": ""TankFarm-11""}"
63,Group C,BPCL-TXN-8395785,incoming,Ramesh Bansal,ramesh.bansal@bpcl.co.in,289524.39,INR,HSD,10906,"TRK6352,TRK7807,TRK3877","TID310548,TID238579,TID924718",,2025-03-11,TankFarm-6,CNTR-28697,Documentation pending,2025-02-04T05:16:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 10906, ""truck_count"": 3, ""contract_ref"": ""CNTR-28697"", ""storage_location"": ""TankFarm-6""}"
64,Group A,BPCL-TXN-9084065,outgoing,Meera Rao,meera.rao@bpcl.co.in,566255.53,INR,LDO,8547,TRK8673,TID178957,2025-01-19,,TankFarm-4,CNTR-26511,Documentation pending,2025-02-16T02:50:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 8547, ""truck_count"": 1, ""contract_ref"": ""CNTR-26511"", ""storage_location"": ""TankFarm-4""}"
65,Group B,BPCL-TXN-5436878,incoming,Shreya Patel,shreya.patel@bpcl.co.in,354719.87,INR,LDO,43309,"TRK7086,TRK2775,TRK4830,TRK8724","TID126240,TID749641,TID688678,TID443939",,2025-03-20,TankFarm-4,CNTR-21035,Temperature sensitive,2025-03-31T09:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 43309, ""truck_count"": 4, ""contract_ref"": ""CNTR-21035"", ""storage_location"": ""TankFarm-4""}"
66,Group C,BPCL-TXN-3345069,incoming,Ramesh Sharma,ramesh.sharma@bpcl.co.in,245664.32,INR,ATF,12610,TRK4846,TID663658,,2025-01-18,TankFarm-7,CNTR-27432,Gate pass pending,2025-03-27T23:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 12610, ""truck_count"": 1, ""contract_ref"": ""CNTR-27432"", ""storage_location"": ""TankFarm-7""}"
67,Group A,BPCL-TXN-8031780,outgoing,Anil Khosla,anil.khosla@bpcl.co.in,551784.38,INR,ATF,7489,TRK9017,TID745558,2025-02-22,,TankFarm-5,CNTR-20536,Gate pass pending,2025-01-28T14:28:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 7489, ""truck_count"": 1, ""contract_ref"": ""CNTR-20536"", ""storage_location"": ""TankFarm-5""}"
68,Group B,BPCL-TXN-7084862,outgoing,Priya Gupta,priya.gupta@bpcl.co.in,291317.84,INR,LDO,4968,TRK7523,TID389282,2025-01-25,,TankFarm-2,CNTR-27450,Requires escort,2025-03-26T06:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 4968, ""truck_count"": 1, ""contract_ref"": ""CNTR-27450"", ""storage_location"": ""TankFarm-2""}"
69,Group C,BPCL-TXN-1358318,outgoing,Ramesh Verma,ramesh.verma@bpcl.co.in,201587.45,INR,HSD,38000,TRK4362,TID171942,2025-03-12,,TankFarm-4,CNTR-29607,Weather delay,2025-01-30T10:49:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 38000, ""truck_count"": 1, ""contract_ref"": ""CNTR-29607"", ""storage_location"": ""TankFarm-4""}"
70,Group A,BPCL-TXN-1047572,incoming,Vikram Mehta,vikram.mehta@bpcl.co.in,740957.3,INR,Naphtha,21426,"TRK2801,TRK1422","TID238205,TID115582",,2025-02-15,TankFarm-4,CNTR-29647,Gate pass pending,2025-01-03T05:16:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 21426, ""truck_count"": 2, ""contract_ref"": ""CNTR-29647"", ""storage_location"": ""TankFarm-4""}"
71,Group B,BPCL-TXN-8062546,incoming,Shreya Patel,shreya.patel@bpcl.co.in,565607.32,INR,ATF,34378,"TRK9408,TRK2786,TRK8405","TID628313,TID332311,TID744986",,2025-01-06,TankFarm-12,CNTR-28543,Priority consignment,2025-02-28T20:01:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 34378, ""truck_count"": 3, ""contract_ref"": ""CNTR-28543"", ""storage_location"": ""TankFarm-12""}"
72,Group C,BPCL-TXN-9035982,incoming,Ajay Jain,ajay.jain@bpcl.co.in,334048.37,INR,MS,37130,"TRK8267,TRK2204,TRK2323,TRK6277,TRK3430,TRK2076","TID232321,TID388375,TID754644,TID763829,TID713799,TID674993",,2025-02-11,TankFarm-7,CNTR-29787,Documentation pending,2025-02-07T14:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 37130, ""truck_count"": 6, ""contract_ref"": ""CNTR-29787"", ""storage_location"": ""TankFarm-7""}"
73,Group A,BPCL-TXN-2663938,outgoing,Meera Khosla,meera.khosla@bpcl.co.in,107950.2,INR,Naphtha,15091,TRK8046,TID573489,2025-01-30,,TankFarm-7,CNTR-25553,Temperature sensitive,2025-02-21T13:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 15091, ""truck_count"": 1, ""contract_ref"": ""CNTR-25553"", ""storage_location"": ""TankFarm-7""}"
74,Group B,BPCL-TXN-8159911,incoming,Ketan Gupta,ketan.gupta@bpcl.co.in,209795.1,INR,HSD,36081,TRK2494,TID972176,,2025-01-11,TankFarm-2,CNTR-27075,Requires escort,2025-02-17T04:35:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 36081, ""truck_count"": 1, ""contract_ref"": ""CNTR-27075"", ""storage_location"": ""TankFarm-2""}"
75,Group C,BPCL-TXN-6530541,incoming,Pooja Patel,pooja.patel@bpcl.co.in,322836.26,INR,ATF,8371,"TRK6119,TRK6761,TRK2697","TID705991,TID632060,TID323072",,2025-01-20,TankFarm-11,CNTR-27900,Weather delay,2025-01-14T11:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 8371, ""truck_count"": 3, ""contract_ref"": ""CNTR-27900"", ""storage_location"": ""TankFarm-11""}"
76,Group A,BPCL-TXN-2927455,outgoing,Meera Rao,meera.rao@bpcl.co.in,441222.5,INR,ATF,37763,TRK1430,TID738577,2025-03-26,,TankFarm-12,CNTR-24381,Standard operation,2025-01-24T08:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 37763, ""truck_count"": 1, ""contract_ref"": ""CNTR-24381"", ""storage_location"": ""TankFarm-12""}"
77,Group B,BPCL-TXN-6701311,outgoing,Ketan Sharma,ketan.sharma@bpcl.co.in,156519.03,INR,HSD,38114,TRK7566,TID172965,2025-01-19,,TankFarm-12,CNTR-20502,Requires escort,2025-03-09T06:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 38114, ""truck_count"": 1, ""contract_ref"": ""CNTR-20502"", ""storage_location"": ""TankFarm-12""}"
78,Group C,BPCL-TXN-6719285,incoming,Amit Verma,amit.verma@bpcl.co.in,250937.09,INR,LDO,42197,"TRK2391,TRK1861,TRK3549,TRK3579,TRK1815","TID806707,TID185544,TID385320,TID564637,TID794093",,2025-02-24,TankFarm-8,CNTR-29946,Temperature sensitive,2025-02-23T08:13:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 42197, ""truck_count"": 5, ""contract_ref"": ""CNTR-29946"", ""storage_location"": ""TankFarm-8""}"
79,Group A,BPCL-TXN-2909540,outgoing,Ketan Jain,ketan.jain@bpcl.co.in,105395.08,INR,Naphtha,32891,TRK9633,TID799539,2025-02-09,,TankFarm-1,CNTR-23612,Quality check required,2025-03-18T01:00:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 32891, ""truck_count"": 1, ""contract_ref"": ""CNTR-23612"", ""storage_location"": ""TankFarm-1""}"
80,Group B,BPCL-TXN-4543918,incoming,Meera Mehta,meera.mehta@bpcl.co.in,579016.65,INR,LDO,26503,TRK1126,TID621546,,2025-02-25,TankFarm-3,CNTR-22116,Quality check required,2025-03-10T22:14:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 26503, ""truck_count"": 1, ""contract_ref"": ""CNTR-22116"", ""storage_location"": ""TankFarm-3""}"
81,Group C,BPCL-TXN-6941939,incoming,Priya Jain,priya.jain@bpcl.co.in,649779.16,INR,MS,33588,TRK8532,TID181644,,2025-02-10,TankFarm-10,CNTR-27033,Quality check required,2025-04-01T20:26:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 33588, ""truck_count"": 1, ""contract_ref"": ""CNTR-27033"", ""storage_location"": ""TankFarm-10""}"
82,Group A,BPCL-TXN-7795314,incoming,Ramesh Verma,ramesh.verma@bpcl.co.in,149608.06,INR,Naphtha,35152,"TRK6928,TRK2443,TRK8155,TRK2734,TRK4986,TRK8138","TID717476,TID519902,TID649414,TID182467,TID514991,TID425346",,2025-02-13,TankFarm-4,CNTR-25456,Customs hold,2025-01-10T16:40:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 35152, ""truck_count"": 6, ""contract_ref"": ""CNTR-25456"", ""storage_location"": ""TankFarm-4""}"
83,Group B,BPCL-TXN-9555575,incoming,Sunita Verma,sunita.verma@bpcl.co.in,279547.31,INR,HSD,20484,TRK3399,TID368402,,2025-01-26,TankFarm-3,CNTR-29869,Customs hold,2025-03-25T02:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 20484, ""truck_count"": 1, ""contract_ref"": ""CNTR-29869"", ""storage_location"": ""TankFarm-3""}"
84,Group C,BPCL-TXN-9289908,outgoing,Rahul Bansal,rahul.bansal@bpcl.co.in,575910.93,INR,ATF,37994,TRK6295,TID757685,2025-02-10,,TankFarm-3,CNTR-27205,Requires escort,2025-03-02T14:40:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 37994, ""truck_count"": 1, ""contract_ref"": ""CNTR-27205"", ""storage_location"": ""TankFarm-3""}"
85,Group A,BPCL-TXN-5608259,incoming,Anil Sharma,anil.sharma@bpcl.co.in,280158.11,INR,MS,25342,"TRK8404,TRK1616,TRK1932,TRK7041","TID972097,TID401022,TID180458,TID775981",,2025-01-12,TankFarm-10,CNTR-29733,Documentation pending,2025-02-19T14:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 25342, ""truck_count"": 4, ""contract_ref"": ""CNTR-29733"", ""storage_location"": ""TankFarm-10""}"
86,Group B,BPCL-TXN-1688246,outgoing,Rahul Bansal,rahul.bansal@bpcl.co.in,497582.15,INR,LDO,32170,TRK9214,TID258189,2025-01-08,,TankFarm-8,CNTR-21695,Gate pass pending,2025-01-11T16:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 32170, ""truck_count"": 1, ""contract_ref"": ""CNTR-21695"", ""storage_location"": ""TankFarm-8""}"
87,Group C,BPCL-TXN-5156449,incoming,Sahil Singh,sahil.singh@bpcl.co.in,743464.87,INR,Naphtha,39258,"TRK3600,TRK6962,TRK7108,TRK5634,TRK7347","TID528625,TID912085,TID454803,TID811875,TID726928",,2025-01-07,TankFarm-11,CNTR-25482,Requires escort,2025-02-12T03:35:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 39258, ""truck_count"": 5, ""contract_ref"": ""CNTR-25482"", ""storage_location"": ""TankFarm-11""}"
88,Group A,BPCL-TXN-5767195,outgoing,Vikram Khosla,vikram.khosla@bpcl.co.in,642385.54,INR,Naphtha,10854,TRK6461,TID185461,2025-03-16,,TankFarm-11,CNTR-22317,Gate pass pending,2025-02-09T20:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 10854, ""truck_count"": 1, ""contract_ref"": ""CNTR-22317"", ""storage_location"": ""TankFarm-11""}"
89,Group B,BPCL-TXN-3163449,outgoing,Anil Khosla,anil.khosla@bpcl.co.in,705051.59,INR,LDO,37629,TRK7171,TID774751,2025-02-12,,TankFarm-3,CNTR-28624,Requires escort,2025-03-24T21:27:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 37629, ""truck_count"": 1, ""contract_ref"": ""CNTR-28624"", ""storage_location"": ""TankFarm-3""}"
90,Group C,BPCL-TXN-1305857,incoming,Ketan Rao,ketan.rao@bpcl.co.in,155690.62,INR,HSD,27395,"TRK4145,TRK4711,TRK3253,TRK3538","TID180913,TID410160,TID985447,TID926403",,2025-01-13,TankFarm-9,CNTR-28843,Documentation pending,2025-01-05T21:21:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 27395, ""truck_count"": 4, ""contract_ref"": ""CNTR-28843"", ""storage_location"": ""TankFarm-9""}"
91,Group A,BPCL-TXN-3198638,outgoing,Anil Jain,anil.jain@bpcl.co.in,136833.25,INR,HSD,11848,TRK8170,TID145814,2025-02-22,,TankFarm-6,CNTR-23891,Temperature sensitive,2025-03-20T09:48:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 11848, ""truck_count"": 1, ""contract_ref"": ""CNTR-23891"", ""storage_location"": ""TankFarm-6""}"
92,Group B,BPCL-TXN-8531761,outgoing,Sunita Nair,sunita.nair@bpcl.co.in,198397.16,INR,ATF,13715,TRK7026,TID811256,2025-03-15,,TankFarm-8,CNTR-27564,Priority consignment,2025-02-18T16:33:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 13715, ""truck_count"": 1, ""contract_ref"": ""CNTR-27564"", ""storage_location"": ""TankFarm-8""}"
93,Group C,BPCL-TXN-3718884,incoming,Ajay Desai,ajay.desai@bpcl.co.in,605912.94,INR,HSD,21384,TRK8873,TID489244,,2025-03-12,TankFarm-2,CNTR-28452,Requires escort,2025-02-06T02:48:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 21384, ""truck_count"": 1, ""contract_ref"": ""CNTR-28452"", ""storage_location"": ""TankFarm-2""}"
94,Group A,BPCL-TXN-8538325,incoming,Kavita Nair,kavita.nair@bpcl.co.in,131827.78,INR,ATF,11010,"TRK8391,TRK6727","TID127965,TID535050",,2025-01-07,TankFarm-7,CNTR-28224,Gate pass pending,2025-01-31T12:05:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 11010, ""truck_count"": 2, ""contract_ref"": ""CNTR-28224"", ""storage_location"": ""TankFarm-7""}"
95,Group B,BPCL-TXN-1472908,incoming,Ketan Patel,ketan.patel@bpcl.co.in,633402.81,INR,LDO,14571,"TRK1627,TRK5700","TID970068,TID595404",,2025-03-31,TankFarm-3,CNTR-27685,Temperature sensitive,2025-03-20T00:57:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 14571, ""truck_count"": 2, ""contract_ref"": ""CNTR-27685"", ""storage_location"": ""TankFarm-3""}"
96,Group C,BPCL-TXN-5293691,incoming,Sunita Mehta,sunita.mehta@bpcl.co.in,422883.08,INR,Naphtha,39588,"TRK2821,TRK5720,TRK4893,TRK5934","TID227767,TID150068,TID350021,TID540218",,2025-03-23,TankFarm-10,CNTR-27489,Requires escort,2025-01-15T15:38:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 39588, ""truck_count"": 4, ""contract_ref"": ""CNTR-27489"", ""storage_location"": ""TankFarm-10""}"
97,Group A,BPCL-TXN-9646569,incoming,Anil Desai,anil.desai@bpcl.co.in,545944.64,INR,LDO,33130,TRK6780,TID352249,,2025-03-15,TankFarm-7,CNTR-23068,Requires escort,2025-03-09T11:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 33130, ""truck_count"": 1, ""contract_ref"": ""CNTR-23068"", ""storage_location"": ""TankFarm-7""}"
98,Group B,BPCL-TXN-9511546,outgoing,Meera Nair,meera.nair@bpcl.co.in,426760.17,INR,ATF,31810,TRK1713,TID766549,2025-02-19,,TankFarm-6,CNTR-24155,Standard operation,2025-02-15T02:22:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 31810, ""truck_count"": 1, ""contract_ref"": ""CNTR-24155"", ""storage_location"": ""TankFarm-6""}"
99,Group C,BPCL-TXN-2739191,incoming,Meera Bansal,meera.bansal@bpcl.co.in,558010.56,INR,LDO,13743,TRK6772,TID672536,,2025-02-13,TankFarm-11,CNTR-22868,Temperature sensitive,2025-03-31T15:40:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 13743, ""truck_count"": 1, ""contract_ref"": ""CNTR-22868"", ""storage_location"": ""TankFarm-11""}"
100,Group A,BPCL-TXN-3262450,incoming,Priya Khosla,priya.khosla@bpcl.co.in,587738.04,INR,ATF,7423,"TRK4302,TRK1717,TRK4268","TID143941,TID430926,TID425138",,2025-03-07,TankFarm-7,CNTR-28897,Temperature sensitive,2025-02-02T01:48:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 7423, ""truck_count"": 3, ""contract_ref"": ""CNTR-28897"", ""storage_location"": ""TankFarm-7""}"
101,Group B,BPCL-TXN-5800144,outgoing,Ketan Sharma,ketan.sharma@bpcl.co.in,652703.75,INR,LDO,18905,TRK3039,TID938171,2025-02-17,,TankFarm-7,CNTR-26553,Temperature sensitive,2025-02-19T10:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 18905, ""truck_count"": 1, ""contract_ref"": ""CNTR-26553"", ""storage_location"": ""TankFarm-7""}"
102,Group C,BPCL-TXN-9347057,incoming,Ketan Nair,ketan.nair@bpcl.co.in,218372.5,INR,MS,32820,TRK8055,TID731718,,2025-01-24,TankFarm-9,CNTR-24813,Gate pass pending,2025-01-14T02:20:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 32820, ""truck_count"": 1, ""contract_ref"": ""CNTR-24813"", ""storage_location"": ""TankFarm-9""}"
103,Group A,BPCL-TXN-6142147,outgoing,Rahul Bansal,rahul.bansal@bpcl.co.in,545305.61,INR,HSD,30091,TRK6759,TID568849,2025-01-06,,TankFarm-12,CNTR-25776,Quality check required,2025-02-05T20:50:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 30091, ""truck_count"": 1, ""contract_ref"": ""CNTR-25776"", ""storage_location"": ""TankFarm-12""}"
104,Group B,BPCL-TXN-2258981,outgoing,Pooja Gupta,pooja.gupta@bpcl.co.in,319502.42,INR,Naphtha,11484,TRK1510,TID249715,2025-03-19,,TankFarm-11,CNTR-27179,Standard operation,2025-01-17T02:15:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 11484, ""truck_count"": 1, ""contract_ref"": ""CNTR-27179"", ""storage_location"": ""TankFarm-11""}"
105,Group C,BPCL-TXN-7145971,outgoing,Ketan Jain,ketan.jain@bpcl.co.in,713363.66,INR,MS,11055,TRK8371,TID488984,2025-02-17,,TankFarm-8,CNTR-21259,Customs hold,2025-03-09T11:25:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 11055, ""truck_count"": 1, ""contract_ref"": ""CNTR-21259"", ""storage_location"": ""TankFarm-8""}"
106,Group A,BPCL-TXN-5675638,incoming,Sunita Patel,sunita.patel@bpcl.co.in,43787.17,INR,HSD,37705,"TRK7340,TRK2929,TRK5288,TRK5264,TRK8311","TID324993,TID741599,TID399449,TID827691,TID615060",,2025-01-26,TankFarm-2,CNTR-22223,Requires escort,2025-02-27T05:57:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 37705, ""truck_count"": 5, ""contract_ref"": ""CNTR-22223"", ""storage_location"": ""TankFarm-2""}"
107,Group B,BPCL-TXN-2472884,outgoing,Meera Gupta,meera.gupta@bpcl.co.in,726481.9,INR,LDO,23768,TRK2063,TID676713,2025-03-11,,TankFarm-5,CNTR-24914,Customs hold,2025-04-01T22:40:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 23768, ""truck_count"": 1, ""contract_ref"": ""CNTR-24914"", ""storage_location"": ""TankFarm-5""}"
